title,url,publishedAt,description
Penguins Training Camp: Notes from Day 3,https://sports.yahoo.com/penguins-training-camp-notes-day-204609703.html,2024-09-20T20:46:09Z,Camp standouts are rapidly emerging and may force some interesting decisions down the line
A Light-Hearted Murder Mystery Weekend Turns Deadly in Kate Atkinson’s Cozy Thriller,https://www.kqed.org/arts/13965284/new-murder-mystery-book-review-death-at-the-sign-of-the-rook-by-kate-atkinson,2024-09-20T19:26:22Z,"‘Death at the Sign of the Rook’ is an expansive novel that delightfully pokes fun of baroque, classic murder mysteries."
"LIC Mutual Fund launches Manufacturing Fund, targets Rs 60,000 cr AUM",https://www.business-standard.com/markets/mutual-fund/lic-mutual-fund-launches-manufacturing-fund-targets-rs-60-000-cr-aum-124092001057_1.html,2024-09-20T17:00:25Z,"LIC Mutual Fund on Friday launched a new Manufacturing Fund, an open-ended equity scheme, and said it is looking to achieve an asset under management of Rs 60,000 crore this fiscal.
The new fund offer (NFO) will remain open for subscription till October 4 whi…"
"Enough S&T rhetoric, India inc, get R&Dy",https://m.economictimes.com/opinion/et-editorial/enough-st-rhetoric-india-inc-get-rdy/articleshow/113532648.cms,2024-09-20T16:53:02Z,"Nirmala Sitharaman announced GST exemption for research funding in higher educational institutions and research centres with I-T exemptions. India's R&D spend is only 0.65% of GDP, with the government contributing over 60%. Private sector investment in R&D re…"
Leela hotels owner Schloss files IPO papers to raise for $599 million,https://www.business-standard.com/markets/ipo/leela-hotels-owner-schloss-files-ipo-papers-to-raise-for-599-million-124092001297_1.html,2024-09-20T16:26:35Z,"The company has 12 operational hotels across ten cities in India and is planning to add eight new hotels through 2028, Schloss said in its IPO prospectus"
"Sensex Soars 1,359 Points To Settle Above Historic 84,000 Mark",https://www.ndtv.com/india-news/sensex-soars-1-359-points-to-settle-above-historic-84-000-mark-6612200,2024-09-20T16:22:00Z,"Benchmark Sensex closed above the historic 84,000-mark for first time while Nifty settled at a new record high on Friday, powered by a rally in frontline bank stocks along with upbeat trends in the US and Asian markets."
"UBS sells shares worth Rs 480 crore in Concord Biotech, IIFL Securities, 2 more stocks via block deals",https://economictimes.indiatimes.com/markets/stocks/news/ubs-sells-shares-worth-rs-480-crore-in-concord-biotech-iifl-securities-2-more-stocks-via-block-deals/articleshow/113531832.cms,2024-09-20T16:03:03Z,"UBS sold holdings in Concord Biotech, Five Star Business Finance, IIFL Securities, and Marksans Pharma through block deals, totaling Rs 480 crore. The largest sale was in Concord Biotech, worth Rs 192 crore at a 15% premium."
A light-hearted murder mystery weekend turns deadly in Kate Atkinson's cozy thriller,https://www.npr.org/2024/09/20/nx-s1-5120515/kate-atkinson-death-at-the-sign-of-the-rook-review-murder-mystery,2024-09-20T15:54:36Z,"Death at the Sign of the Rook is an expansive novel that pokes fun of baroque, classic murder mysteries — but also delivers a fully satisfying, all-the-pieces-click-together ending."
Leela-hotels owner Schloss Bangalore files for $599 million India IPO,https://economictimes.indiatimes.com/markets/ipos/fpos/leela-hotels-owner-schloss-bangalore-files-for-599-million-india-ipo/articleshow/113531558.cms,2024-09-20T15:43:43Z,"The company would issue fresh shares worth 30 billion rupees, while existing shareholder Project Ballet Bangalore Holdings (DIFC) will sell shares worth 20 billion rupees."
Novo Nordisk shares drop more than 4% on disappointing obesity pill data,https://economictimes.indiatimes.com/markets/stocks/news/novo-nordisk-shares-drop-more-than-4-on-disappointing-obesity-pill-data/articleshow/113531467.cms,2024-09-20T15:38:20Z,"Shares were down 4.3% at 1330 GMT, the lowest since August 8, after the company announced headline results from its trial of monlunabant, an experimental drug it acquired as part of its $1 billion purchase of Canadian biotech company Inversago Pharmaceuticals…"
