title,url,publishedAt,description
Tata Elxsi shares drop 0.13% as Sensex rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/tata-elxsi-shares-drop-0-13-as-sensex-rises/articleshow/113315526.cms,2024-09-13T06:57:50Z,The stock quoted a 52-week high of Rs 9191.1 and a 52-week low of Rs 6406.6.
Time to get stock-specific in PSU counters: Vetri Subramaniam,https://economictimes.indiatimes.com/markets/expert-view/time-to-get-stock-specific-in-psu-counters-vetri-subramaniam/articleshow/113314982.cms,2024-09-13T06:55:30Z,"​There are some PSUs which are dominant, which are leaders, which are best in class in the industries in which they operate, but there are many which are not and I do not think those are the kinds of businesses we would want to be exposed to."
Shares of Au Small Fin Bank rise as Nifty drops,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-au-small-fin-bank-rise-as-nifty-drops/articleshow/113315331.cms,2024-09-13T06:52:42Z,"On the technical charts, the 200-day moving average of the stock stood at Rs 656.83."
Pidilite Ind shares gain 1.63% as Sensex falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/pidilite-ind-shares-gain-1-63-as-sensex-falls/articleshow/113315127.cms,2024-09-13T06:47:36Z,"On the technical charts, the RSI of the stock stood at 69.69."
Share price of Ashok Leyland falls as Nifty weakens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-ashok-leyland-falls-as-nifty-weakens/articleshow/113314906.cms,2024-09-13T06:42:29Z,"A total of 153,846 shares changed hands on the counter till 12:12PM (IST)."
GAIL shares gain 0.02% as Sensex falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/gail-shares-gain-0-02-as-sensex-falls/articleshow/113314725.cms,2024-09-13T06:37:23Z,The stock quoted a 52-week high of Rs 246.35 and a 52-week low of Rs 116.2.
ICICI Lombard shares drop 0.07% as Sensex falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/icici-lombard-shares-drop-0-07-as-sensex-falls/articleshow/113314551.cms,2024-09-13T06:32:17Z,A total of 915 shares changed hands on the counter till 12:02PM (IST)
"Deccan Transcon Leasing IPO opens today: Check issue size, GMP, price band and other details",https://economictimes.indiatimes.com/markets/ipos/fpos/deccan-transcon-leasing-ipo-opens-today-check-issue-size-gmp-price-band-and-other-details/articleshow/113310051.cms,2024-09-13T06:31:04Z,"Deccan Transcon Leasing IPO features a fresh equity issue of 55.24 lakh shares alongside an offer for sale (OFS) worth Rs 5.4 crore. Shares are priced between Rs 102 and Rs 108 each, with a minimum bid of 1,200 shares per lot."
Stay focused on asset allocation and risk management: Vetri Subramaniam,https://economictimes.indiatimes.com/markets/expert-view/stay-focused-on-asset-allocation-and-risk-management-vetri-subramaniam/articleshow/113314146.cms,2024-09-13T06:29:26Z,"​There are multiple reasons why small caps face pressures. One is because they are more susceptible to economic cycles, access to capital tends to be more limited, breadth and depth of management tends to be limited, and finally, their ability to manage chang…"
PI Industries shares up 0.1% as Nifty drops,https://economictimes.indiatimes.com/markets/stocks/stock-watch/pi-industries-shares-up-0-1-as-nifty-drops/articleshow/113314312.cms,2024-09-13T06:27:07Z,"A total of 1,361 shares changed hands on the counter till 11:56AM (IST)."
Bharat Forge shares rise 1.06% as Nifty drops,https://economictimes.indiatimes.com/markets/stocks/stock-watch/bharat-forge-shares-rise-1-06-as-nifty-drops/articleshow/113314111.cms,2024-09-13T06:22:02Z,The stock quoted a 52-week high price of Rs 1826.2 and a 52-week low of Rs 1002.7.
Share price of Lupin rises as Nifty weakens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-lupin-rises-as-nifty-weakens/articleshow/113313909.cms,2024-09-13T06:16:56Z,"A total of 3,668 shares changed hands on the counter till 11:46AM (IST)."
"Nazara Tech shares jump 4%, hit 52 week on cos plans to acquire stake in PokerBaazi parent",https://economictimes.indiatimes.com/markets/stocks/news/nazara-tech-shares-jump-4-hit-52-week-on-cos-plans-to-acquire-stake-in-pokerbaazi-parent/articleshow/113313905.cms,2024-09-13T06:16:49Z,Nazara Technologies' shares rose over 4% to a 52-week high after announcing plans to acquire a 47.7% stake in Moonshine Technology for Rs 832 crore and invest Rs 150 crore.
Share price of HDFC AMC jumps as Sensex drops 41.96 points,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-hdfc-amc-jumps-as-sensex-drops-41-96-points/articleshow/113313696.cms,2024-09-13T06:11:51Z,"Promoters held 0.0 per cent stake in the company as of 30-Jun-2024, while FII and DII ownership stood at 20.61 per cent and 11.08 per cent, respectively."
"Fed factor: Rate cut theory suggests higher equity valuations, but history tells a different story",https://economictimes.indiatimes.com/markets/stocks/news/fed-factor-rate-cut-theory-suggests-higher-equity-valuations-but-history-tells-a-different-story/articleshow/113313668.cms,2024-09-13T06:11:02Z,"The Nifty Index showed mixed results following recent Fed rate cut cycles, defying the theory that lower rates boost equity valuations. After the 2001 cuts, it fell 35% over a year. In 2007-08, it first rose 30% then plunged 60%. Post-2019 cuts, returns were …"
